collection,link_path,link_type,linking_record_sample,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b12,b16,b32,b64,b128,b256,b512,b1024,b4096,b16384,b65535,b262144,bmax
"app.bsky.feed.post",".embeds[app.bsky.embed.external].external.uri","uri","at://did:plc:k6acu4chiwkixvdedcmdgmal/app.bsky.feed.post/3lhttqzemcq2y",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.graph.listitemview",".subject","did","at://did:plc:fa3gzsrpxumiwg7d3ev6igpt/app.bsky.graph.listitemview/3li5u6mlml52e",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"red.pinned.concept.bookmark",".uri","uri","at://did:plc:5uzszbdtpxkiqezww6g7s53o/red.pinned.concept.bookmark/3lgyii46td22g",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.newdin.storyline",".chaps[]","at-uri","at://did:plc:r4j4wcqlmel2qgepj2bkvq4i/com.newdin.storyline/173990185214",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.curlprojects.journal.experimental.testJournalEntry",".journal.uri","at-uri","",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.puddles.group.post",".group.uri","at-uri","at://did:plc:akf5vb5xpceiltp2jdzr32ql/app.puddles.group.post/3liosppmgyg2k",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".threadRoot","at-uri","at://did:plc:jlqchp3t56ah3jq4rbd5qkhf/app.bsky.feed.post/3lhrvxadid224",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.graph.starterpack",".feeds[].creator.viewer.blockingByList.uri","at-uri","at://did:plc:xxmxsyjag2ona6muzab55s3f/app.bsky.graph.starterpack/3lhkdba2kcr2f",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".reply.root.record.reply.root.author.did","did","at://did:plc:q6lzfo6rbsycgpluhcqv3344/app.bsky.feed.post/3limrddh4pk23",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".facets[].features[app.bsky.richtest.facet#link].uri","uri","at://did:plc:c7rslkre2eqoz3f6ivrtdhwe/app.bsky.feed.post/3li3y2nddz52o",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".skeetsAppHistory.data[].2025-02-01T21:22:51.957Z","uri","at://did:plc:6rkz7j633xvz2lelgmodfpie/app.bsky.feed.post/3lh5h3kdnyr26",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".reply.parent.value.reply.parent.value.reply.root.value.facets[].features[app.bsky.richtext.facet#link].uri","uri","at://did:plc:vpufthmtudaqzdx6wbctlrmj/app.bsky.feed.post/3lhvcgblkc22i",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.verdverm.test.record",".$hist[].uri","at-uri","at://did:plc:2jtyqespp2zfodukwvktqwe6/com.verdverm.test.record/3lhyrvefizt2b",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".reply.root.value.facets[].features[app.bsky.richtext.facet#link].uri","uri","at://did:plc:vpufthmtudaqzdx6wbctlrmj/app.bsky.feed.post/3lhsvjrwe2h25",6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.graph.starterpack",".feeds[].creator.labels[].src","did","",298,74,31,9,8,8,6,2,1,1,5,11,13,7,5,4,1,1,1,0,0,0,0
"app.bsky.feed.post",".uri","uri","at://did:plc:n6bd7p4gsys6raec4eeff5do/app.bsky.feed.post/3lgzv57u7272e",105,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".skeetsAppHistory.data[].2025-02-07T14:16:10.051Z","uri","at://did:plc:ljqexd2ovaejoew2povsstvi/app.bsky.feed.post/3lhls23az6i2o",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.sonasky.ref",".character.refSheet","at-uri","at://did:plc:2ljvyttsagepb22qjie36csp/app.sonasky.ref/3lhdjbshu2k2v",123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.dislike",".subject.uri","at-uri","at://did:plc:vli2ospm2fndug3y4orl2o5p/app.bsky.feed.dislike/3lgy2dckaz62v",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.puddles.group.post",".reply.parent.uri","at-uri","at://did:plc:akf5vb5xpceiltp2jdzr32ql/app.puddles.group.post/3liosjmvcfd2p",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.generator",".skyfeedBuilder.parent.parentUri","at-uri","at://did:plc:vhzquiqf6snti6n6qwgkseo3/app.bsky.feed.generator/aaalojidmal2u",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"us.polhem.flashcards.card",".deck","at-uri","at://did:plc:p5a4pydyirvdkmc3lhw2iykp/us.polhem.flashcards.card/3lfn3woa6342q",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chat.tinychat.core.membership",".server","at-uri","at://did:plc:ubdeopbbkbgedccgbum7dhsh/chat.tinychat.core.membership/3lhefvqlxf32b",1287,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"app.faisca.music",".albumCover","uri","at://did:plc:rbsrbl7koqfufypozf6yiyvb/app.faisca.music/3likqt5eewc23",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"blue.badge.collection",".badge.uri","at-uri","at://did:plc:rgdcflm4ylsl6udghmtblydc/blue.badge.collection/3liorb57yve2o",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
"app.bluvy.favorites",".posts[]","at-uri","at://did:plc:yz47u7jw457mzifjdk7ojanh/app.bluvy.favorites/user_favorites",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.sonasky.ref",".character.refSheet","uri","at://did:plc:dwbtr4psdwzaphf3bwnhfxo7/app.sonasky.ref/3lihvq6zblc2v",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".facets[].features[app.bsky.richtext.facet#tag].uri","uri","at://did:plc:gurxw3b5o6njiuqvugtjguvm/app.bsky.feed.post/3lhpd5gkvmi2q",11,2,4,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.graph.starterpack",".feeds[].creator.viewer.blocking","at-uri","at://did:plc:xxmxsyjag2ona6muzab55s3f/app.bsky.graph.starterpack/3lhkdba2kcr2f",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.forum.community",".moderators[]","did","at://did:plc:gus3rlkpebpdoyfsykgi457p/app.forum.community/3lid7wrnvf22n",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"blue.maril.stellar.reaction",".subject.uri","at-uri","at://did:plc:mou6t7mhh4ddhcake2a4d53r/blue.maril.stellar.reaction/3lgxyjsxfpk2w",71,16,7,3,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"exchange.recipe.collection",".recipes[].uri","at-uri","at://did:plc:26tsx5juuss4yealylyfbj4h/exchange.recipe.collection/01JMDR45SD6J9GVG9WX5W5JH20",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".repo","did","at://did:plc:w4hku3zryyonjdfkylyq6hqm/app.bsky.feed.post/3lijvsuwwtl23",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".embed.media.external.uri","at-uri","at://did:plc:vb47zxtkoh7fw6ypqwbpiisu/app.bsky.feed.post/3lhvyio3c4zk2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".reply.root.embed.images[].thumb","uri","at://did:plc:q6lzfo6rbsycgpluhcqv3344/app.bsky.feed.post/3limrddh4pk23",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".facets[app.bsky.richtext.facet].features[app.bsky.richtext.facet#link].uri","uri","at://did:plc:m6t2srb3rmabcbrks6p3at7h/app.bsky.feed.post/3lhs5hqhuxp2e",721315,46071,13008,5798,3546,2202,1566,1122,1002,561,791,947,1270,355,135,49,26,15,18,1,1,0,0
"fyi.unravel.frontpage.vote",".subject.uri","at-uri","at://did:plc:k2mo6mftnrttpxf6xs243yuv/fyi.unravel.frontpage.vote/3lin2tzfbgn2j",32,18,9,2,6,5,1,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".embed.external.uri","uri","at://did:plc:4qmqs3fnedegeyy6tfdd347r/app.bsky.feed.post/3lhtbwpgagg2l",7918106,591856,179858,88188,50972,34322,23973,17952,13953,10978,16505,19991,27991,11572,4474,1567,583,212,61,3,1,0,0
"app.bsky.feed.post",".facets[app.bsky.richtext.facet].features[app.bsky.richtext.facet#tag].uri","uri","at://did:plc:upwokg4hzzwevxymjake7fq7/app.bsky.feed.post/3li2sxjrqh522",13,3,2,1,0,2,1,0,0,2,0,2,0,0,5,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".bridgyOriginalText","uri","at://did:plc:huwitr5b3ema4pxi4vtsr6h5/app.bsky.feed.post/3lhoor6hyl222",1240,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.graph.list",".posts[].author","did","at://did:plc:akf5vb5xpceiltp2jdzr32ql/app.bsky.graph.list/3li3ip42c5z24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"xyz.jeroba.tags.tagged",".record","at-uri","at://did:plc:hvakvedv6byxhufjl23mfmsd/xyz.jeroba.tags.tagged/3likx5ccfcm25",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.graph.list",".uri","at-uri","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"social.pmsky.proposal",".uri","at-uri","at://did:plc:xhkqwjmxuo65vwbwuiz53qor/social.pmsky.proposal/3lidvfglrks2p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".uk.skyblur.post.uri","at-uri","at://did:plc:2273uthh7ojdj4lpoz3yttp7/app.bsky.feed.post/3lh3fdw365q2h",1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ge.shadowcaster.dev.board.channel.3lglkzsg4zc2x.members",".memberDid","did","at://did:plc:gdbw3mid53ebnu55rjdmz4vz/ge.shadowcaster.dev.board.channel.3lglkzsg4zc2x.members/3lh4u5vcufk2x",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.generator",".skyfeedBuilder.blocks[].tags[]","uri","",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.atproto.lexicon.schema",".defs.main.key","uri","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".skeetsAppHistory.data[].2025-02-07T09:52:46.460Z","uri","at://did:plc:phrmjhl34nwxu5ujayrluon6/app.bsky.feed.post/3lhldd3rboy2p",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.generator",".skyfeedBuilder.blocks[].filter.link","uri","at://did:plc:imtthwugvtsrbwutkqqhtqya/app.bsky.feed.generator/aaaibnwwn3p4g",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sh.tangled.knot.member",".domain","uri","at://did:plc:hwevmowznbiukdf6uk5dwrrq/sh.tangled.knot.member/3lihflnzee622",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".facets[].features[blue.moji.richtext.facet].did","did","at://did:web:kopper.d.on-t.work/app.bsky.feed.post/3lidmrrk3qstp",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.generator",".skyfeedBuilder.blocks[].labels[]","uri","",102,16,14,12,7,2,3,6,2,1,3,2,7,3,0,3,0,0,0,0,0,0,0
"app.bsky.graph.list",".descriptionFacets[app.bsky.richtext.facet].features[app.bsky.richtext.facet#mention].did","did","at://did:plc:zv5w4hgnmd2tnkc3jtcyt2kd/app.bsky.graph.list/3lhafdncq5v22",349,28,6,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"xyz.imaginarymachines.stone",".holderDid","did","",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".reply.parent.value.reply.parent.uri","at-uri","at://did:plc:vpufthmtudaqzdx6wbctlrmj/app.bsky.feed.post/3lhvbypt4ts2a",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.graph.starterpack",".feeds[].creator.labels[].uri","at-uri","",290,69,30,9,7,9,7,2,1,0,3,12,8,2,1,2,0,0,0,0,0,0,0
"app.bsky.feed.post",".reply.parent.value.reply.parent.value.reply.parent.value.reply.root.uri","at-uri","at://did:plc:vpufthmtudaqzdx6wbctlrmj/app.bsky.feed.post/3lhvcgblkc22i",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".reply.parent.record.reply.root.author.viewer.followedBy","at-uri","at://did:plc:4x27xkw7cb7ysswmk2pdbip5/app.bsky.feed.post/3lhhhree4k62n",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".embed.alt","uri","at://did:plc:vn4lftlocn5etoyniiy2m57l/app.bsky.feed.post/3lihm4s43js2l",258,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"social.psky.chat.message",".room","at-uri","at://did:plc:v7tbr6qxk6xanxzn6hjmbk7o/social.psky.chat.message/3limwftuq2sam",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"app.popsky.like",".subjectUri","at-uri","at://did:plc:a6mkzcr4nkm4qa4rlvexybwc/app.popsky.like/3lh3eo3apak2k",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.gsky.grid.testy",".list[].icon","uri","",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".facets[app.bsky.richtext.facet].features[app.bsky.richtext.facet#link].uri","at-uri","at://did:plc:djqtjwidgpoekyzkauim6q7l/app.bsky.feed.post/3lihupunmyo32",47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".embed.uri","uri","at://did:plc:tvxmmkqq55yhvi4yna2vzydc/app.bsky.feed.post/3lhh3udvnwb22",3090,25,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.verdverm.test.record",".$orig.uri","at-uri","at://did:plc:2jtyqespp2zfodukwvktqwe6/com.verdverm.test.record/3lhyrvefizt2b",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.graph.follow",".subject","did","at://did:plc:5qvctydahwlzy4b4xdercgid/app.bsky.graph.follow/3limwsqdkgz2d",3011146,1374778,790067,520937,375460,285474,224669,183031,151092,128329,203986,282158,502037,302088,166204,83732,41681,22787,20716,3375,210,22,4
"app.bsky.feed.post",".embed.card.uri","uri","at://did:plc:gj2xzi6rg2ejtemocvqz2i6u/app.bsky.feed.post/3liosdprruz2j",2030,10,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.shinolabs.pinksea.oekaki",".inResponseTo.uri","at-uri","at://did:plc:2edipcwcjiezjtanjs5vmrlw/com.shinolabs.pinksea.oekaki/3lhc6vq3oe2kh",16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"social.bsky.vaishnavi-bicycle.conversations",".authorDid","did","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.whtwnd.blog.entry",".ogp.url","uri","at://did:plc:yqlk63dpupzk6is5qdg3fuzo/com.whtwnd.blog.entry/3lignggdnqg2s",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.like",".subject.uri","at-uri","at://did:plc:luowqycpqztjazljfiiazzrg/app.bsky.feed.like/3limrvekzkn24",38711659,13110811,6459157,3947035,2543553,1858971,1437371,1144792,931102,769365,1215336,1618529,2630215,1377967,690141,334569,151150,66328,40499,8787,1723,86,0
"app.bsky.graph.starterpack",".feeds[].labels[].src","did","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"app.bsky.feed.post",".facets[].features[app.bsky.richtext.facet#link].label","uri","at://did:plc:b6msxvdfndvuzhjv4mssy3rp/app.bsky.feed.post/3lijo4c7kkl25",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".facets[].features[app.bsky.richtest.tacet#link].uri","uri","at://did:plc:c7rslkre2eqoz3f6ivrtdhwe/app.bsky.feed.post/3li3xwjflwh2c",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.actor.profile",".pinnedPost.uri","at-uri","",293374,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.postgate",".detachedEmbeddingUris[]","at-uri","at://did:plc:wjwid4yfzjf2nul3bi65rbve/app.bsky.feed.postgate/3lhkmzofduk2g",9096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".root","at-uri","at://did:plc:4ybdml7a2f32eg36d3jb65so/app.bsky.feed.post/3lgxsb7lbyo22",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.forum.post",".community","at-uri","at://did:plc:gus3rlkpebpdoyfsykgi457p/app.forum.post/3lid3n7gimk2n",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"chat.tinychat.core.message",".server","at-uri","at://did:plc:ubdeopbbkbgedccgbum7dhsh/chat.tinychat.core.message/3lgxlrazlp22b",202,539,197,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"app.ngrok-free.4907-185-199-103-242.entry",".url","uri","at://did:plc:iuxkmtq54kuy4hu3wa3kge6d/app.ngrok-free.4907-185-199-103-242.entry/223limiu47or3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"space.polypod.pinkgill.install",".tile","at-uri","at://did:plc:izttpdp3l6vss5crelt5kcux/space.polypod.pinkgill.install/3lhbapupxrk2w",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.generator",".skyfeedBuilder.blocks[].did","uri","at://did:plc:tuvvtnctpmo46rw5ukjimmka/app.bsky.feed.generator/aaalgupxs32mm",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.graph.list",".posts[].uri","at-uri","at://did:plc:akf5vb5xpceiltp2jdzr32ql/app.bsky.graph.list/3lijtsjuk5a2w",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".embed.record.record.uri","at-uri","at://did:web:nat.vg/app.bsky.feed.post/3li3odrwkjk2y",601475,62605,22714,11451,6854,4283,2979,2041,1583,1218,1771,1987,2561,892,340,87,23,7,5,0,0,0,0
"ge.shadowcaster.dev.board.channel.3lh4uddvbzk2x.notifications",".channel","at-uri","at://did:plc:gdbw3mid53ebnu55rjdmz4vz/ge.shadowcaster.dev.board.channel.3lh4uddvbzk2x.notifications/3lh4udkowuk2x",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.graph.starterpack",".feeds[].creator.viewer.blockingByList.avatar","uri","at://did:plc:xxmxsyjag2ona6muzab55s3f/app.bsky.graph.starterpack/3lhkdba2kcr2f",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ge.shadowcaster.dev.board.channel.3lgll4xbckc2x.notifications",".subject.did","did","at://did:plc:gdbw3mid53ebnu55rjdmz4vz/ge.shadowcaster.dev.board.channel.3lgll4xbckc2x.notifications/3lh4u5snylc2x",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".parent","at-uri","at://did:plc:4ybdml7a2f32eg36d3jb65so/app.bsky.feed.post/3lgxsb7lbyo22",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".skeetsAppHistory.data[].2025-02-14T05:17:07.928Z","uri","at://did:plc:gvd47m7msfjm5vbt7fpcbmmw/app.bsky.feed.post/3li4h6nnknw2e",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.graph.starterpack",".descriptionFacets[].features[].uri","uri","at://did:plc:tnbae6dz5t6xayshlvg6wit7/app.bsky.graph.starterpack/3lbvqdujuqe2k",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.gsky.grid.test",".list[].icon","uri","",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lol.atmogus.activity.presences",".presences[lol.atmogus.defs.activity#presence].assets.smallImage","uri","at://did:plc:nmc77zslrwafxn75j66mep6o/lol.atmogus.activity.presences/3lhvvjgkot2jk",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".facets[].features[].uri","uri","at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lgxngvy7tr2a",21705,902,182,85,51,29,25,11,8,11,8,18,13,2,2,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".embed.external.url","uri","at://did:plc:py2ujkzl45dgfnco3vki7tel/app.bsky.feed.post/3lhrbsdbeih2l",1775,29,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"fyi.unravel.frontpage.post",".url","uri","at://did:plc:nlromb2qyyl6rszaluwhfy6j/fyi.unravel.frontpage.post/3lhd2ivyc422n",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"social.shareframe.profile",".avatar","uri","at://did:plc:cscra76ngpykvd43fwhojxu6/social.shareframe.profile/7bfaac1c-12fd-4bd9-868b-4efc57159ec5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.actor.profile",".joinedViaStarterPack.uri","at-uri","at://did:plc:tjyk6ihfkpqtcbs5qfy7pq4n/app.bsky.actor.profile/self",2067,353,136,66,44,24,12,13,10,8,8,14,20,7,2,1,0,1,0,0,0,0,0
"app.bsky.feed.post",".reply.parent.value.embed.record.record.uri","at-uri","at://did:plc:kbchxc4qboimt7nbuq7kjp3g/app.bsky.feed.post/3lhos6cax7h2v",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".facets[app.bsky.richtext.facet].features[app.bsky.richtext.facet#mention].did","did","at://did:plc:q6gjnaw2blty4crticxkmujt/app.bsky.feed.post/3lidaxmjmcc2c",412878,126185,60789,35643,22494,15818,11497,8930,6886,5743,8619,10660,15761,6889,2996,1259,490,227,165,32,5,0,0
"ge.shadowcaster.dev.board.channel",".labels.values[].src","did","at://did:plc:gdbw3mid53ebnu55rjdmz4vz/ge.shadowcaster.dev.board.channel/3lh4uddvbzk2x",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"social.pmsky.vote",".src","did","at://did:plc:xhkqwjmxuo65vwbwuiz53qor/social.pmsky.vote/3lidy3njpxc2c",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"com.shinolabs.pinksea.oekaki",".image.imageLink.fullsize","uri","at://did:web:ciql.net/com.shinolabs.pinksea.oekaki/3li23gjsxmkhf",136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"blue.flashes.actor.portfolio",".subject.uri","at-uri","at://did:plc:22ztweahmmzrveuibawxw3rw/blue.flashes.actor.portfolio/3le3bjm5oq22j",6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"jp.5leaf.sync.mastodon",".source.url","uri","at://did:plc:dc6yhacus3x7bapxet35lkzx/jp.5leaf.sync.mastodon/9b642f861c814b9",39287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"red.pinned.concept.collectionmember",".subject.uri","at-uri","at://did:plc:5uzszbdtpxkiqezww6g7s53o/red.pinned.concept.collectionmember/3lgv3nqzrb725",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"social.shareframe.profile",".bannerUri","uri","at://did:plc:cscra76ngpykvd43fwhojxu6/social.shareframe.profile/7bfaac1c-12fd-4bd9-868b-4efc57159ec5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.feed.post",".reply_to.parent.uri","at-uri","at://did:plc:lvdiyls7l4wtzcdotzht6c3n/app.bsky.feed.post/3lgyu5mwz4622",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.group",".members[]","did","at://did:plc:akf5vb5xpceiltp2jdzr32ql/app.bsky.group/3lhz4opmhpi2b",0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"app.bsky.feed.post",".embed.record.record.author.did","did","at://did:plc:snod3ilumvylimodptbpoo53/app.bsky.feed.post/3lilhrvnrvc23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"app.bsky.graph.starterpack",".feeds[].creator.viewer.following","at-uri","at://did:plc:22jbhjytq22vrk5uoff3ocee/app.bsky.graph.starterpack/3lavoimevil2w",1356,99,35,15,9,10,6,3,2,4,2,6,9,3,0,0,1,0,0,0,0,0,0
"app.bsky.feed.post",".fediverseId","uri","at://did:plc:mofccmdob54ycufrk4oxekdf/app.bsky.feed.post/3lhwl7dcb7k2i",949,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
